dataset,model,batch_no,model_id,stage,attempt,error
social_bias_frames,mixtral_8x22b,3,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec73a8-4acb997d4426f33465f12d9e;85631644-c40a-45d3-ad75-c86c96654c96)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec73a8-225fe6753ea423ac4ff43e05;4d08d48e-9ee0-4ca9-a796-f06d98061798)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec73a8-5bbe0f8f0d7aca9c3206936b;54c9a679-39f8-4580-b89b-8af3852c1ec6)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,llama_8b,4,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec73a8-60ca37350b205ff51732376c;7b63a688-5569-48ee-9315-1502285d4cd5)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,4,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec73c6-7845a9781d6bd2904775f4c3;f08d707b-457c-48e8-aecf-fbe1aab076bc)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,mixtral_8x22b,4,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec73e8-22951c1d6cbbaf8804b7f9c6;4794e29f-8d2d-4795-9eb3-be97108cb71f)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,mixtral_8x22b,4,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec73e8-23789ee81453b008703038df;9720adff-5b68-44c8-9ba4-6b1c4c4c1eac)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec73e8-122e59b5720fe7433fc97a24;e5f93d14-f565-4a9c-8620-e74346f60de1)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec73e8-7b4119da3dcd2ddc37a3c8c8;c04cfab8-4bbf-48c1-8f74-c9a13c429977)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,gpt_oss_20b,5,openai/gpt-oss-20b,without_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec73eb-3ad4589a4fbff0631740df6c;ee9d35e6-46d6-41b3-8b8e-cfe3d3609911)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,5,openai/gpt-oss-20b,without_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec7409-465d563b577ad8ea7015de7f;1c35b267-7ddd-4902-912a-8ec0f90b434d)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,mixtral_8x22b,5,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec7428-7ee66d09037db7df7a8d9621;daadbe0d-90f3-45a9-9858-b99960873b0d)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,mixtral_8x22b,5,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec7428-2eb4670428a47d78609b2765;4dbbabd2-44b1-4f31-baa0-4a607ab80fec)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,6,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec7428-520b80ae6bd69643101d471a;dfdcee9f-c073-457d-914e-4ed8d5722abf)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,6,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec7428-5a8969ac146d240901cf40ff;1b437205-0059-4c72-9d29-f4eff5e91827)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,mixtral_8x22b,6,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec742b-4f7779e0231d4cd72c01d124;779df068-00dc-4fa4-b61f-0552d6392698)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,mixtral_8x22b,6,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec742c-2b0045e9068d028c62663f09;ebb427bd-b428-4934-9372-a83c077c29e6)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,7,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec742c-30cba1d529a6ecdf5135f423;0c5601ac-4ce8-45d3-9156-a6764fa9a3cd)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,7,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec742c-43870ae5623dae446b5ab3a2;a1721d6d-6c14-4971-82b9-6be1558f7ca7)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,llama_8b,7,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec742c-19cf8caa167b290c43fd6c69;9d839510-d993-4f4e-a60d-37c9fd8a85a0)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,mixtral_8x22b,7,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec744e-667412e750647cd119fa1fe3;f86b4c7a-9ecc-4ba7-96e9-f8d0b08ab08b)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,mixtral_8x22b,7,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec744e-7858eeeb0dde362231747425;60e17723-69b0-4fbd-8f4c-27cadb4bc6ef)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,8,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec744e-33854cb47f8709dd49249082;0e5e0dac-203b-42ea-bd65-690645f1c2c8)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,8,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec744e-0ddb9c48369731202ae2f762;a48b8fbd-495d-41f5-8e41-252d66a32888)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,gpt_oss_20b,8,openai/gpt-oss-20b,without_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec7451-33e459374f4d68394c0b78c2;03abf487-5074-45bb-b95f-cd30499022df)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,8,openai/gpt-oss-20b,without_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec746f-37be96336191d08736c51e75;ad0112e9-79c6-45ee-877a-1f6d73528ee6)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,mixtral_8x22b,8,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec748e-667f48d533f0928a20a7c2dd;0eb04b04-536e-46f8-9266-aea031d7c8d4)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,mixtral_8x22b,8,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec748e-79e11c8d78c8c73a6b77bea2;564b71bc-e4f8-4e06-9913-99998ba3465d)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,9,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec748e-1a74b670791121e13a73af06;dfe97b8d-36f4-49a9-87ac-731a650f729b)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,9,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec748e-188d971609facdbe102dda25;2c88dd03-c6f7-470b-be14-8c0ebd0faa92)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,mixtral_8x22b,9,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec7493-75f07cda5bb9476a3183edd9;34a865cc-31b1-4cb8-9210-751ebbb4681e)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,mixtral_8x22b,9,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec7493-74ed72953dddfe62573e303e;07541486-fe4d-4c7d-8357-f0ce17f62d58)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,10,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec7493-798eab777d93f77b57bcb54c;a4cddf9d-ef18-4276-9a90-9e077d7a5b22)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,qwen_1_5b,10,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec7493-278c035761286125562105b8;0dd662ef-f0d6-46fc-9e9b-c90d291f5a37)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec7493-7b7d88bb1a56891836f7ba5f;1731a1e9-d91a-4480-8399-cb5e5599de64)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec74b1-2515ae777ec3e4ce5571eee8;d7d4dae1-eb0b-4791-828f-9c7ce6cec1a8)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,mixtral_8x22b,10,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec74d3-630fe95055def8c312441462;3502259c-f75a-4157-81af-b67cf7dfb588)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
social_bias_frames,mixtral_8x22b,10,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec74d3-5050900412386ebb5cc458d9;04af4228-c728-4970-bba0-153cda7114e5)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,1,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec74d3-1ffc069328028acb374c93b7;1098b388-5fcc-4399-9fcc-9bb235843783)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,1,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec74d4-221544381502b0b5114f9f19;d046f1b4-faad-43b1-96cd-5523d48c7783)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec74d7-2902110a2fd0eaa86ac018f7;c4928ef7-1958-419b-baa7-391fb67a1e7c)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec74f5-660953c2685617896a7b8fc6;915d3608-abf8-4127-88e7-40e80b40145d)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,mixtral_8x22b,1,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec7514-05bc4f912755c0074a58dddd;f8902e1c-add8-43c8-8845-312fac04cb91)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,1,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec7514-67a6bdf64d250c5c075a8618;fd3e71b6-9c6a-4213-8be2-5748236e6bb8)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,2,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec7514-33b632355529279b08c5346d;71c53813-590f-4efc-8bb8-597b535a05cd)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,2,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec7514-16b7098a4a61884154d4a42e;b38baed8-dae6-47f8-a979-5c565a2895b9)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,2,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec7518-1a5f353929a81594628041fa;213850c7-99a5-4b94-9cb3-1b68beac5897)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,2,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec7518-7a1bab0e5c1ab44c2543d011;62aacb71-10d7-4924-b149-74c9a7304495)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,3,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec7518-6f0ce8f33716594e0e177d69;73f02486-c4b2-4139-9842-04e21d1fdc15)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,3,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec7518-531d7c9b63060de170fab0d1;4c402767-fff1-450d-81dd-cd2ab4529b25)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec7518-66b52450016c61a411f0c1be;c89a32b6-1fa5-431c-8348-e1ea75d17993)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec7536-0358c2576a78384113895116;20027d25-9a7c-4dc3-9c04-d05dd03b3de0)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,gpt_oss_20b,3,openai/gpt-oss-20b,without_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec7557-63ddcb1873b932c23e667f30;e83e13b8-47d3-4ace-8c0b-9f046c206bc2)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,mixtral_8x22b,3,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec7576-1bd3873366908f3538106987;1d3def46-4274-4a18-b37c-b7454da3f831)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,3,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec7576-38b3baef16ad34a46f24720e;eec3c389-1611-4811-add6-48c69534bb8f)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec7576-6cbef5410dbbe58b447fced5;a00d12d3-04c8-49a0-9578-4d29d01df8ae)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec7576-6a6a327352afe4f964ff11f5;31adbb6a-5c2d-468e-b527-19895f6ae819)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,4,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec757a-34211c153eef0f1d4add7ea9;40b9d5be-829a-4be8-889e-942f468287ab)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,4,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec757a-422046220dd55c8541386f52;6b385ee5-6424-44f8-b4e8-3a45c4c6827e)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec757a-5e1af9946758bf200095b297;3488f72c-ba8f-4f7f-a023-80dd52b3a10b)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec757a-51c76f945b7b04520361992b;8741a2dc-1a49-4b5b-95aa-4908285d1ecb)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,llama_8b,5,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec757a-1c191d593bc2249876e6bbf9;067e0d01-9791-469d-9cf2-cf71b182d322)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,llama_8b,5,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec7599-5c25184c2e3a477137b97bec;05fda09f-ccb8-400b-a3cc-126888492675)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,mixtral_8x22b,5,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec75bb-29fb1c0d7231d3f73f7e0b4d;a7f40007-b53a-46fd-b414-900be16d82cb)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,5,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec75bb-4831035e4001ec7b7ec65ea1;c2544488-b583-4916-abde-d62a076a8c8f)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
